Eq,Neq,Eq,Neq,Eq,Neq,Eq,Neq
Neq,Eq,Eq,Neq,Eq,Neq,Eq,Neq
Eq,Neq,Neq,Eq,Eq,Neq,Eq,Neq
Neq,Eq,Neq,Eq,Eq,Neq,Eq,Neq
Eq,Neq,Eq,Neq,Neq,Eq,Eq,Neq
Neq,Eq,Eq,Neq,Neq,Eq,Eq,Neq
Eq,Neq,Neq,Eq,Neq,Eq,Eq,Neq
Neq,Eq,Neq,Eq,Neq,Eq,Eq,Neq
Eq,Neq,Eq,Neq,Eq,Neq,Neq,Eq
Neq,Eq,Eq,Neq,Eq,Neq,Neq,Eq
Eq,Neq,Neq,Eq,Eq,Neq,Neq,Eq
Neq,Eq,Neq,Eq,Eq,Neq,Neq,Eq
Eq,Neq,Eq,Neq,Neq,Eq,Neq,Eq
Neq,Eq,Eq,Neq,Neq,Eq,Neq,Eq
Eq,Neq,Neq,Eq,Neq,Eq,Neq,Eq
Neq,Eq,Neq,Eq,Neq,Eq,Neq,Eq
